Date,Transaction ID,Type,Amount,Fee,Status
2026-08-18,TXN2348,Sale,$11.96,$0.29,Completed
2026-08-18,TXN2349,Sale,$87.97,$2.11,Completed
2026-08-18,TXN2350,Sale,$33.15,$0.80,Completed
2026-08-18,TXN2351,Sale,$110.58,$2.65,Completed
2026-08-18,TXN2352,Sale,$100.51,$2.41,Completed
2026-08-18,TXN2353,Sale,$21.37,$0.51,Completed
2026-08-18,TXN2354,Sale,$13.90,$0.33,Completed
2026-08-18,TXN2355,Sale,$65.77,$1.58,Completed
2026-08-18,TXN2356,Sale,$52.90,$1.27,Voided
2026-08-18,TXN2357,Sale,$105.00,$2.52,Completed
2026-08-18,TXN2358,Sale,$42.80,$1.03,Completed
2026-08-18,TXN2359,Sale,$59.16,$1.42,Cancelled
2026-08-18,TXN2360,Sale,$40.66,$0.98,Completed
2026-08-18,TXN2361,Sale,$90.83,$2.18,Completed
2026-08-18,TXN2362,Sale,$49.25,$1.18,Completed
2026-08-18,TXN2363,Sale,$119.75,$2.87,Completed
2026-08-18,TXN2364,Sale,$90.04,$2.16,Completed
2026-08-18,TXN2365,Sale,$97.15,$2.33,Completed
2026-08-18,TXN2366,Sale,$112.43,$2.70,Completed
2026-08-18,TXN2367,Refund,($68.65),$0.00,Completed
2026-08-18,TXN2368,Sale,$85.67,$2.06,Completed
2026-08-18,TXN2369,Refund,($45.52),$0.00,Completed
2026-08-18,TXN2370,Sale,$50.14,$1.20,Completed
2026-08-18,TXN2371,Sale,$42.44,$1.02,Completed
2026-08-18,TXN2372,Sale,$118.11,$2.83,Completed
2026-08-18,TXN2373,Sale,$115.65,$2.78,Completed
2026-08-18,TXN2374,Sale,$23.95,$0.57,Completed
2026-08-18,TXN2375,Sale,$12.92,$0.31,Completed
2026-08-18,TXN2376,Sale,$102.70,$2.46,Completed
2026-08-18,TXN2377,Sale,$108.30,$2.60,Completed
2026-08-18,TXN2378,Sale,$91.76,$2.20,Completed
2026-08-18,TXN2379,Sale,$64.61,$1.55,Completed
2026-08-18,TXN2380,Sale,$52.17,$1.25,Completed
2026-08-19,TXN2381,Sale,$56.72,$1.36,Completed
2026-08-19,TXN2382,Sale,$34.52,$0.83,Completed
2026-08-19,TXN2383,Sale,$43.28,$1.04,Completed
2026-08-19,TXN2384,Sale,$86.48,$2.08,Completed
2026-08-19,TXN2385,Sale,$43.62,$1.05,Completed
2026-08-19,TXN2386,Sale,$16.36,$0.39,Completed
2026-08-19,TXN2387,Sale,$95.35,$2.29,Completed
2026-08-19,TXN2388,Sale,$25.41,$0.61,Completed
2026-08-19,TXN2389,Sale,$60.20,$1.44,Completed
2026-08-19,TXN2390,Sale,$68.02,$1.63,Completed
2026-08-19,TXN2391,Sale,$31.26,$0.75,Completed
2026-08-19,TXN2392,Sale,$37.68,$0.90,Completed
2026-08-19,TXN2393,Sale,$25.65,$0.62,Completed
2026-08-19,TXN2394,Sale,$100.56,$2.41,Completed
2026-08-19,TXN2395,Sale,$12.52,$0.30,Completed
2026-08-19,TXN2396,Sale,$44.71,$1.07,Completed
2026-08-19,TXN2397,Sale,$35.80,$0.86,Cancelled
2026-08-19,TXN2398,Sale,$65.51,$1.57,Completed
2026-08-19,TXN2399,Sale,$37.14,$0.89,Completed
2026-08-19,TXN2400,Sale,$11.48,$0.28,Completed
2026-08-19,TXN2401,Sale,$58.65,$1.41,Completed
2026-08-19,TXN2402,Sale,$35.98,$0.86,Completed
2026-08-19,TXN2403,Sale,$98.04,$2.35,Completed
2026-08-19,TXN2404,Sale,$9.34,$0.22,Completed
2026-08-19,TXN2405,Sale,$118.05,$2.83,Completed
2026-08-19,TXN2406,Sale,$100.25,$2.41,Completed
2026-08-19,TXN2407,Sale,$78.59,$1.89,Completed
2026-08-19,TXN2408,Sale,$73.22,$1.76,Completed
2026-08-19,TXN2409,Sale,$99.03,$2.38,Completed
2026-08-19,TXN2410,Refund,($15.22),$0.00,Completed
2026-08-19,TXN2411,Sale,$57.66,$1.38,Completed
2026-08-19,TXN2412,Sale,$109.37,$2.62,Completed
2026-08-19,TXN2413,Sale,$45.13,$1.08,Completed
2026-08-19,TXN2414,Sale,$59.63,$1.43,Voided
2026-08-19,TXN2415,Sale,$72.28,$1.73,Completed
2026-08-19,TXN2416,Sale,$52.24,$1.25,Completed
2026-08-19,TXN2417,Refund,($84.52),$0.00,Completed
2026-08-19,TXN2418,Sale,$32.05,$0.77,Completed
2026-08-19,TXN2419,Sale,$39.34,$0.94,Completed
2026-08-19,TXN2420,Sale,$11.88,$0.29,Completed
2026-08-19,TXN2421,Sale,$35.53,$0.85,Completed
2026-08-19,TXN2422,Sale,$54.14,$1.30,Completed
2026-08-19,TXN2423,Sale,$14.83,$0.36,Completed
2026-08-19,TXN2424,Sale,$23.37,$0.56,Completed
2026-08-19,TXN2425,Sale,$107.08,$2.57,Completed
2026-08-19,TXN2426,Sale,$78.64,$1.89,Completed
2026-08-19,TXN2427,Sale,$97.02,$2.33,Completed
2026-08-19,TXN2428,Sale,$95.57,$2.29,Completed
